"yyyymmdd"	"conds"	"hour"	"min"	"dewpti"	"dewptm"	"fog"	"hail"	"heatindexi"	"heatindexm"	"hum"	"icon"	"metar"	"precipi"	"precipm"	"pressurei"	"pressurem"	"rain"	"snow"	"tempi"	"tempm"	"thunder"	"tornado"	"visi"	"vism"	"wdird"	"wdire"	"wgusti"	"wgustm"	"windchilli"	"windchillm"	"wspdi"	"wspdm"
"20130319"	"Light Snow"	"00"	"19"	"26.6"	"-3.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 190419Z 12015KT 3/4SM R04R/5000V5500FT -SN BR SCT006 OVC010 M02/M03 A3025 RMK AO2 TWR VIS 1 1/4 P0000"	"0.00"	"0.0"	"30.25"	"1024.3"	"0"	"1"	"28.4"	"-2.0"	"0"	"0"	"0.8"	"1.2"	"120"	"ESE"	"-9999.0"	"-9999.0"	"16.2"	"-8.8"	"17.3"	"27.8"	
"20130319"	"Light Snow"	"00"	"28"	"26.6"	"-3.0"	"0"	"0"	"-9999"	"-9999"	"86"	"snow"	"SPECI KBOS 190428Z 11015KT 3/4SM R04R/4500V5000FT -SN BR BKN007 OVC010 M01/M03 A3024 RMK AO2 P0001"	"0.01"	"0.3"	"30.24"	"1023.9"	"0"	"1"	"30.2"	"-1.0"	"0"	"0"	"0.8"	"1.2"	"110"	"ESE"	"-9999.0"	"-9999.0"	"18.5"	"-7.5"	"17.3"	"27.8"	
"20130319"	"Snow"	"00"	"54"	"28.0"	"-2.2"	"1"	"0"	"-9999"	"-9999"	"92"	"snow"	"METAR KBOS 190454Z 10016KT 1/2SM R04R/3500V4000FT SN FZFG BKN007 OVC010 M01/M02 A3021 RMK AO2 TWR VIS 3/4 PRESFR SLP231 P0002 T10111022 400061061"	"0.02"	"0.5"	"30.22"	"1023.1"	"0"	"1"	"30.0"	"-1.1"	"0"	"0"	"0.5"	"0.8"	"100"	"East"	"-9999.0"	"-9999.0"	"17.9"	"-7.8"	"18.4"	"29.6"	
"20130319"	"Light Snow"	"01"	"54"	"28.9"	"-1.7"	"0"	"0"	"-9999"	"-9999"	"92"	"snow"	"METAR KBOS 190554Z 12020KT 1/2SM R04R/5500VP6000FT -SN BR BKN005 OVC010 M01/M02 A3017 RMK AO2 SFC VIS 1 SLP214 P0004 60008 T10061017 10006 21017 58041"	"0.04"	"1.0"	"30.17"	"1021.4"	"0"	"1"	"30.9"	"-0.6"	"0"	"0"	"0.5"	"0.8"	"120"	"ESE"	"-9999.0"	"-9999.0"	"17.8"	"-7.9"	"23.0"	"37.0"	
"20130319"	"Light Snow"	"02"	"54"	"28.9"	"-1.7"	"0"	"0"	"-9999"	"-9999"	"92"	"snow"	"METAR KBOS 190654Z 13016KT 1/2SM R04R/4500V5500FT -SN BR BKN006 OVC010 M01/M02 A3012 RMK AO2 SFC VIS 3/4 SLP199 P0003 T10061017"	"0.03"	"0.8"	"30.12"	"1019.9"	"0"	"1"	"30.9"	"-0.6"	"0"	"0"	"0.5"	"0.8"	"130"	"SE"	"-9999.0"	"-9999.0"	"19.1"	"-7.2"	"18.4"	"29.6"	
"20130319"	"Snow"	"03"	"54"	"30.0"	"-1.1"	"1"	"0"	"-9999"	"-9999"	"92"	"snow"	"METAR KBOS 190754Z 11018KT 1/2SM R04R/4000V5500FT SN FG VV005 00/M01 A3011 RMK AO2 PK WND 12026/0719 SLP195 P0002 T00001011"	"0.02"	"0.5"	"30.11"	"1019.5"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.5"	"0.8"	"110"	"ESE"	"-9999.0"	"-9999.0"	"19.8"	"-6.8"	"20.7"	"33.3"	
"20130319"	"Light Snow"	"04"	"36"	"30.2"	"-1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 190836Z 10020G27KT 1SM R04R/6000VP6000FT -SN BR VV007 00/M01 A3008 RMK AO2 PK WND 11027/0831 P0003"	"0.03"	"0.8"	"30.08"	"1018.5"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"1.0"	"1.6"	"100"	"East"	"31.1"	"50.0"	"19.2"	"-7.1"	"23.0"	"37.0"	
"20130319"	"Light Snow"	"04"	"45"	"30.2"	"-1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 190845Z 10021G26KT 3/4SM R04R/4000VP6000FT -SN BR BKN007 OVC010 00/M01 A3007 RMK AO2 PK WND 11027/0831 TWR VIS 1 P0003"	"0.03"	"0.8"	"30.07"	"1018.2"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.8"	"1.2"	"100"	"East"	"29.9"	"48.2"	"18.9"	"-7.3"	"24.2"	"38.9"	
"20130319"	"Light Snow"	"04"	"54"	"30.9"	"-0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"snow"	"METAR KBOS 190854Z 10022G27KT 3/4SM R04R/4000V6000FT -SN BR BKN007 OVC010 00/M01 A3006 RMK AO2 PK WND 10027/0852 TWR VIS 1 SLP179 P0004 60009 T00001006 58035"	"0.04"	"1.0"	"30.06"	"1017.9"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.8"	"1.2"	"100"	"East"	"31.1"	"50.0"	"18.6"	"-7.4"	"25.3"	"40.7"	
"20130319"	"Heavy Snow"	"05"	"16"	"30.2"	"-1.0"	"1"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 190916Z 09022KT 1/4SM R04R/2600V3500FT +SN FG BKN004 OVC010 00/M01 A3007 RMK AO2 PK WND 11030/0906 TWR VIS 3/4 P0001"	"0.01"	"0.3"	"30.07"	"1018.2"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.2"	"0.4"	"90"	"East"	"-9999.0"	"-9999.0"	"18.6"	"-7.4"	"25.3"	"40.7"	
"20130319"	"Light Snow"	"05"	"54"	"30.9"	"-0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"snow"	"METAR KBOS 190954Z 09023G28KT 3/4SM -SN BR BKN004 OVC010 00/M01 A3006 RMK AO2 PK WND 11030/0906 SFC VIS 1 1/2 SLP179 P0004 T00001006"	"0.04"	"1.0"	"30.06"	"1017.9"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.8"	"1.2"	"90"	"East"	"32.2"	"51.9"	"18.4"	"-7.6"	"26.5"	"42.6"	
"20130319"	"Light Snow"	"06"	"54"	"30.9"	"-0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"snow"	"METAR KBOS 191054Z 09024G28KT 3/4SM R04R/5000VP6000FT -SN BR OVC006 00/M01 A3003 RMK AO2 PK WND 09028/1051 SLP168 P0003 T00001006"	"0.03"	"0.8"	"30.03"	"1016.8"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.8"	"1.2"	"90"	"East"	"32.2"	"51.9"	"18.1"	"-7.7"	"27.6"	"44.4"	
"20130319"	"Light Snow"	"07"	"54"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"METAR KBOS 191154Z 10024G29KT 3/4SM R04R/5000VP6000FT -SNPL BR BKN006 OVC011 00/00 A3001 RMK AO2 PK WND 10029/1150 SFC VIS 1 PLB51 SLP160 P0002 60018 70026 T00000000 10006 21006 58019"	"0.02"	"0.5"	"30.01"	"1016.0"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"0.8"	"1.2"	"100"	"East"	"33.4"	"53.7"	"18.1"	"-7.7"	"27.6"	"44.4"	
"20130319"	"Light Snow"	"08"	"15"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 191215Z 09020KT 3/4SM -SNPL BR SCT006 BKN011 OVC019 01/00 A2999 RMK AO2 PK WND 10028/1155 SFC VIS 1 1/2 P0000"	"0.00"	"0.0"	"29.99"	"1015.5"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"0.8"	"1.2"	"90"	"East"	"-9999.0"	"-9999.0"	"21.6"	"-5.8"	"23.0"	"37.0"	
"20130319"	"Light Snow"	"08"	"30"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"SPECI KBOS 191230Z 09022G26KT 3/4SM -SNPL BR BKN006 BKN011 OVC017 01/01 A2999 RMK AO2 PK WND 10028/1155 SFC VIS 1 3/4 P0001"	"0.01"	"0.3"	"29.99"	"1015.5"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"0.8"	"1.2"	"90"	"East"	"29.9"	"48.2"	"21.0"	"-6.1"	"25.3"	"40.7"	
"20130319"	"Light Snow"	"08"	"38"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 191238Z 09022G29KT 1 1/2SM -SNPL BR BKN008 OVC015 01/00 A2998 RMK AO2 PK WND 09029/1233 SFC VIS 2 P0001"	"0.01"	"0.3"	"29.98"	"1015.1"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"1.5"	"2.4"	"90"	"East"	"33.4"	"53.7"	"21.0"	"-6.1"	"25.3"	"40.7"	
"20130319"	"Light Snow"	"08"	"54"	"33.1"	"0.6"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"METAR KBOS 191254Z 09024G28KT 1 1/2SM -SNPL BR BKN008 OVC013 01/01 A2997 RMK AO2 PK WND 09029/1233 SFC VIS 2 SLP147 P0001 T00060006"	"0.01"	"0.3"	"29.97"	"1014.7"	"0"	"1"	"33.1"	"0.6"	"0"	"0"	"1.5"	"2.4"	"90"	"East"	"32.2"	"51.9"	"19.6"	"-6.9"	"27.6"	"44.4"	
"20130319"	"Light Ice Pellets"	"09"	"25"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"sleet"	"SPECI KBOS 191325Z 08023G28KT 2SM -PLRA BR OVC008 01/01 A2995 RMK AO2 PK WND 09029/1313 SFC VIS 2 1/2 RAB17SNE17 P0001"	"0.01"	"0.3"	"29.95"	"1014.1"	"1"	"0"	"33.8"	"1.0"	"0"	"0"	"2.0"	"3.2"	"80"	"East"	"32.2"	"51.9"	"20.8"	"-6.2"	"26.5"	"42.6"	
"20130319"	"Light Ice Pellets"	"09"	"54"	"33.1"	"0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"sleet"	"METAR KBOS 191354Z 08022G28KT 1 3/4SM R04R/6000VP6000FT -PLRA BR BKN006 OVC011 01/01 A2993 RMK AO2 PK WND 09029/1313 TWR VIS 2 RAB17SNE17 SLP136 P0002 T00110006"	"0.02"	"0.5"	"29.94"	"1013.6"	"1"	"0"	"34.0"	"1.1"	"0"	"0"	"1.8"	"2.8"	"80"	"East"	"32.2"	"51.9"	"21.3"	"-6.0"	"25.3"	"40.7"	
"20130319"	"Light Ice Pellets"	"10"	"01"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"sleet"	"SPECI KBOS 191401Z 08021KT 2SM R04R/6000VP6000FT -PLRA BR BKN006 OVC011 01/01 A2993 RMK AO2 PK WND 08026/1357 P0001"	"0.01"	"0.3"	"29.93"	"1013.4"	"1"	"0"	"33.8"	"1.0"	"0"	"0"	"2.0"	"3.2"	"80"	"East"	"-9999.0"	"-9999.0"	"21.3"	"-5.9"	"24.2"	"38.9"	
"20130319"	"Light Ice Pellets"	"10"	"23"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"sleet"	"SPECI KBOS 191423Z 08021G29KT 1 3/4SM R04R/5500VP6000FT -PLRA BR OVC006 01/01 A2991 RMK AO2 PK WND 09029/1420 TWR VIS 2 P0003"	"0.03"	"0.8"	"29.91"	"1012.8"	"1"	"0"	"33.8"	"1.0"	"0"	"0"	"1.8"	"2.8"	"80"	"East"	"33.4"	"53.7"	"21.3"	"-5.9"	"24.2"	"38.9"	
"20130319"	"Ice Pellets"	"10"	"54"	"33.1"	"0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"sleet"	"METAR KBOS 191454Z 08022G29KT 1 3/4SM R04R/6000VP6000FT PLRA BR BKN006 OVC012 01/01 A2989 RMK AO2 PK WND 08029/1446 SLP121 P0007 60010 T00110006 58039"	"0.07"	"1.8"	"29.89"	"1012.1"	"1"	"0"	"34.0"	"1.1"	"0"	"0"	"1.8"	"2.8"	"80"	"East"	"33.4"	"53.7"	"21.3"	"-6.0"	"25.3"	"40.7"	
"20130319"	"Light Ice Pellets"	"11"	"31"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"sleet"	"SPECI KBOS 191531Z 08022KT 2SM -PLRA BR BKN006 OVC011 01/01 A2987 RMK AO2 PK WND 08029/1513 UPB29E30 P0003"	"0.03"	"0.8"	"29.87"	"1011.4"	"1"	"0"	"33.8"	"1.0"	"0"	"0"	"2.0"	"3.2"	"80"	"East"	"-9999.0"	"-9999.0"	"21.0"	"-6.1"	"25.3"	"40.7"	
"20130319"	"Light Rain"	"11"	"54"	"33.1"	"0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"rain"	"METAR KBOS 191554Z 08023KT 2SM -RA BR OVC006 01/01 A2985 RMK AO2 PK WND 08029/1544 PRESFR SLP107 PLE47 P0003 T00110006"	"0.03"	"0.8"	"29.85"	"1010.7"	"1"	"0"	"34.0"	"1.1"	"0"	"0"	"2.0"	"3.2"	"80"	"East"	"-9999.0"	"-9999.0"	"21.0"	"-6.1"	"26.5"	"42.6"	
"20130319"	"Light Rain"	"12"	"26"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"rain"	"SPECI KBOS 191626Z 07021KT 3SM -RA BR BKN006 OVC011 01/01 A2982 RMK AO2 PK WND 08029/1614 P0001"	"0.01"	"0.3"	"29.82"	"1009.7"	"1"	"0"	"33.8"	"1.0"	"0"	"0"	"3.0"	"4.8"	"70"	"ENE"	"-9999.0"	"-9999.0"	"21.3"	"-5.9"	"24.2"	"38.9"	
"20130319"	"Light Rain"	"12"	"54"	"34.0"	"1.1"	"0"	"0"	"-9999"	"-9999"	"96"	"rain"	"METAR KBOS 191654Z 07022G28KT 4SM -RA BR OVC008 02/01 A2980 RMK AO2 PK WND 07029/1636 SLP091 P0001 T00170011"	"0.01"	"0.3"	"29.80"	"1009.1"	"1"	"0"	"35.1"	"1.7"	"0"	"0"	"4.0"	"6.4"	"70"	"ENE"	"32.2"	"51.9"	"22.7"	"-5.2"	"25.3"	"40.7"	
"20130319"	"Light Rain"	"13"	"29"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"rain"	"SPECI KBOS 191729Z 07021G28KT 2SM R04R/5500VP6000FT -RA BR OVC008 02/01 A2977 RMK AO2 PK WND 07031/1716 P0000"	"0.00"	"0.0"	"29.77"	"1008.0"	"1"	"0"	"35.6"	"2.0"	"0"	"0"	"2.0"	"3.2"	"70"	"ENE"	"32.2"	"51.9"	"23.7"	"-4.6"	"24.2"	"38.9"	
"20130319"	"Light Drizzle"	"13"	"43"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"rain"	"SPECI KBOS 191743Z 07023KT 1 3/4SM R04R/5000VP6000FT -DZ BR OVC008 02/01 A2975 RMK AO2 PK WND 07031/1716 PRESFR P0000"	"0.00"	"0.0"	"29.75"	"1007.3"	"0"	"0"	"35.6"	"2.0"	"0"	"0"	"1.8"	"2.8"	"70"	"ENE"	"-9999.0"	"-9999.0"	"23.2"	"-4.9"	"26.5"	"42.6"	
"20130319"	"Light Drizzle"	"13"	"54"	"34.0"	"1.1"	"0"	"0"	"-9999"	"-9999"	"96"	"rain"	"METAR KBOS 191754Z 07021G28KT 2SM -DZ BR OVC008 02/01 A2974 RMK AO2 PK WND 07031/1716 SLP070 P0000 60014 T00170011 10017 20000 58051"	"0.00"	"0.0"	"29.74"	"1007.0"	"0"	"0"	"35.1"	"1.7"	"0"	"0"	"2.0"	"3.2"	"70"	"ENE"	"32.2"	"51.9"	"23.0"	"-5.0"	"24.2"	"38.9"	
"20130319"	"Light Rain"	"14"	"07"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"rain"	"SPECI KBOS 191807Z 07024G31KT 1 1/2SM R04R/5500VP6000FT -RA BR OVC008 02/01 A2971 RMK AO2 PK WND 07031/1805 DZE07RAB07 PRESFR P0000"	"0.00"	"0.0"	"29.71"	"1006.0"	"1"	"0"	"35.6"	"2.0"	"0"	"0"	"1.5"	"2.4"	"70"	"ENE"	"35.7"	"57.4"	"23.0"	"-5.0"	"27.6"	"44.4"	
"20130319"	"Rain"	"14"	"54"	"35.1"	"1.7"	"0"	"0"	"-9999"	"-9999"	"97"	"rain"	"METAR KBOS 191854Z 06017G26KT 1 1/4SM R04R/4500VP6000FT RA BR OVC008 02/02 A2969 RMK AO2 PK WND 07031/1811 DZE07RAB07 SLP052 P0004 T00220017"	"0.04"	"1.0"	"29.69"	"1005.2"	"1"	"0"	"36.0"	"2.2"	"0"	"0"	"1.2"	"2.0"	"60"	"ENE"	"29.9"	"48.2"	"25.3"	"-3.7"	"19.6"	"31.5"	
"20130319"	"Rain"	"15"	"31"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"rain"	"SPECI KBOS 191931Z 03015KT 1 1/2SM R04R/5000VP6000FT RA BR FEW008 OVC010 01/01 A2972 RMK AO2 SNB1859E21 P0014"	"0.14"	"3.6"	"29.72"	"1006.3"	"1"	"0"	"33.8"	"1.0"	"0"	"0"	"1.5"	"2.4"	"30"	"NNE"	"-9999.0"	"-9999.0"	"23.2"	"-4.9"	"17.3"	"27.8"	
"20130319"	"Light Snow"	"15"	"43"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"SPECI KBOS 191943Z 03018KT 1 3/4SM R04R/6000VP6000FT -SNRA BR BKN006 OVC010 01/01 A2970 RMK AO2 SNB1859E21B39 P0018"	"0.18"	"4.6"	"29.70"	"1005.6"	"1"	"1"	"33.8"	"1.0"	"0"	"0"	"1.8"	"2.8"	"30"	"NNE"	"-9999.0"	"-9999.0"	"22.2"	"-5.5"	"20.7"	"33.3"	
"20130319"	"Light Snow"	"15"	"54"	"33.1"	"0.6"	"0"	"0"	"-9999"	"-9999"	"96"	"snow"	"METAR KBOS 191954Z 02017KT 2SM -SNRA BR BKN006 OVC012 01/01 A2970 RMK AO2 SNB1859E21B39 SLP058 P0019 T00110006"	"0.19"	"4.8"	"29.70"	"1005.8"	"1"	"1"	"34.0"	"1.1"	"0"	"0"	"2.0"	"3.2"	"20"	"NNE"	"-9999.0"	"-9999.0"	"22.7"	"-5.2"	"19.6"	"31.5"	
"20130319"	"Light Snow"	"16"	"14"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"SPECI KBOS 192014Z 35010KT 1 1/2SM R04R/4000VP6000FT -SN BR BKN005 OVC011 00/00 A2970 RMK AO2 RAE02 P0002"	"0.02"	"0.5"	"29.70"	"1005.6"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"1.5"	"2.4"	"350"	"North"	"-9999.0"	"-9999.0"	"23.0"	"-5.0"	"11.5"	"18.5"	
"20130319"	"Light Snow"	"16"	"31"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"SPECI KBOS 192031Z 04023G27KT 1SM R04R/3500V4000FT -SN BR BKN005 OVC011 00/00 A2964 RMK AO2 PK WND 04027/2031 WSHFT 2011 RAE02 P0003"	"0.03"	"0.8"	"29.64"	"1003.6"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"1.0"	"1.6"	"40"	"NE"	"31.1"	"50.0"	"18.4"	"-7.6"	"26.5"	"42.6"	
"20130319"	"Light Snow"	"16"	"39"	"33.8"	"1.0"	"0"	"0"	"-9999"	"-9999"	"100"	"snow"	"SPECI KBOS 192039Z 04024G29KT 3/4SM R04R/2400V4500FT -SN BR BKN005 OVC011 01/01 A2963 RMK AO2 PK WND 05029/2038 WSHFT 2011 RAE02 P0005"	"0.05"	"1.3"	"29.63"	"1003.3"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"0.8"	"1.2"	"40"	"NE"	"33.4"	"53.7"	"20.5"	"-6.4"	"27.6"	"44.4"	
"20130319"	"Light Snow"	"16"	"50"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 192050Z 04022G29KT 1 1/4SM R04R/4000VP6000FT -SNRA BR BKN005 OVC013 01/00 A2963 RMK AO2 PK WND 04029/2050 WSHFT 2011 RAE02B50 P0005"	"0.05"	"1.3"	"29.63"	"1003.3"	"1"	"1"	"33.8"	"1.0"	"0"	"0"	"1.2"	"2.0"	"40"	"NE"	"33.4"	"53.7"	"21.0"	"-6.1"	"25.3"	"40.7"	
"20130319"	"Light Snow"	"16"	"54"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"96"	"snow"	"METAR KBOS 192054Z 04021G29KT 1 3/4SM R04R/4000VP6000FT -SNRA BR BKN005 OVC013 01/00 A2963 RMK AO2 PK WND 04029/2050 WSHFT 2011 RAE02B50 SLP033 P0005 60028 T00060000 58018"	"0.05"	"1.3"	"29.63"	"1003.3"	"1"	"1"	"33.1"	"0.6"	"0"	"0"	"1.8"	"2.8"	"40"	"NE"	"33.4"	"53.7"	"20.3"	"-6.5"	"24.2"	"38.9"	
"20130319"	"Light Snow"	"17"	"02"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 192102Z 04022G27KT 3SM -SNRA BR BKN005 OVC013 01/00 A2963 RMK AO2 PK WND 03027/2101 P0001"	"0.01"	"0.3"	"29.63"	"1003.3"	"1"	"1"	"33.8"	"1.0"	"0"	"0"	"3.0"	"4.8"	"40"	"NE"	"31.1"	"50.0"	"21.0"	"-6.1"	"25.3"	"40.7"	
"20130319"	"Overcast"	"17"	"54"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"92"	"cloudy"	"METAR KBOS 192154Z 03023G29KT 10SM OVC009 01/00 A2961 RMK AO2 PK WND 03031/2130 RAE24SNE21 SLP025 P0001 T00110000"	"0.01"	"0.3"	"29.61"	"1002.5"	"0"	"0"	"34.0"	"1.1"	"0"	"0"	"10.0"	"16.1"	"30"	"NNE"	"33.4"	"53.7"	"21.0"	"-6.1"	"26.5"	"42.6"	
"20130319"	"Light Snow"	"18"	"46"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 192246Z 02018G29KT 1 3/4SM -SNDZ BR OVC009 01/00 A2962 RMK AO2 PK WND 02029/2238 DZB21 P0000"	"0.00"	"0.0"	"29.62"	"1002.9"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"1.8"	"2.8"	"20"	"NNE"	"33.4"	"53.7"	"22.2"	"-5.5"	"20.7"	"33.3"	
"20130319"	"Light Snow"	"18"	"54"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"96"	"snow"	"METAR KBOS 192254Z 02021G24KT 1 1/4SM -SNDZ BR OVC007 01/00 A2961 RMK AO2 PK WND 02029/2238 SLP027 DZB21 P0000 T00060000"	"0.00"	"0.0"	"29.61"	"1002.7"	"0"	"1"	"33.1"	"0.6"	"0"	"0"	"1.2"	"2.0"	"20"	"NNE"	"27.6"	"44.4"	"20.3"	"-6.5"	"24.2"	"38.9"	
"20130319"	"Light Snow"	"19"	"14"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 192314Z 01019G23KT 2SM -SNDZ BR OVC007 01/00 A2961 RMK AO2 PK WND 03029/2302 P0001"	"0.01"	"0.3"	"29.61"	"1002.6"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"2.0"	"3.2"	"10"	"North"	"26.5"	"42.6"	"21.9"	"-5.6"	"21.9"	"35.2"	
"20130319"	"Light Snow"	"19"	"34"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 192334Z 01017KT 3SM -SNDZ BR OVC007 01/00 A2961 RMK AO2 PK WND 03029/2302 P0001"	"0.01"	"0.3"	"29.61"	"1002.6"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"3.0"	"4.8"	"10"	"North"	"-9999.0"	"-9999.0"	"22.5"	"-5.3"	"19.6"	"31.5"	
"20130319"	"Light Rain"	"19"	"54"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"96"	"rain"	"METAR KBOS 192354Z 02019KT 5SM -RA BR OVC009 01/00 A2961 RMK AO2 PK WND 03029/2302 DZE54RAB54SNE54 SLP025 P0001 60030 T00060000 10022 20000 56009"	"0.01"	"0.3"	"29.61"	"1002.5"	"1"	"0"	"33.1"	"0.6"	"0"	"0"	"5.0"	"8.0"	"20"	"NNE"	"-9999.0"	"-9999.0"	"20.9"	"-6.2"	"21.9"	"35.2"	
"20130319"	"Light Snow"	"20"	"54"	"32.0"	"0.0"	"0"	"0"	"-9999"	"-9999"	"92"	"snow"	"METAR KBOS 200054Z 33009G18KT 6SM -SNPLDZ BR OVC009 01/00 A2962 RMK AO2 SLP030 RAE05SNB32DZB32 P0000 T00110000"	"0.00"	"0.0"	"29.62"	"1003.0"	"0"	"1"	"34.0"	"1.1"	"0"	"0"	"6.0"	"9.7"	"330"	"NNW"	"20.7"	"33.3"	"26.0"	"-3.3"	"10.4"	"16.7"	
"20130319"	"Light Freezing Drizzle"	"21"	"13"	"30.2"	"-1.0"	"0"	"0"	"-9999"	"-9999"	"87"	"snow"	"SPECI KBOS 200113Z 30012KT 2 1/2SM -FZDZSN BR OVC009 01/M01 A2966 RMK AO2 DZE10FZDZB10PLE11 PRESRR P0001"	"0.01"	"0.3"	"29.66"	"1004.3"	"0"	"1"	"33.8"	"1.0"	"0"	"0"	"2.5"	"4.0"	"300"	"WNW"	"-9999.0"	"-9999.0"	"24.3"	"-4.3"	"13.8"	"22.2"	
"20130319"	"Light Freezing Drizzle"	"21"	"29"	"30.2"	"-1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 200129Z 31010G19KT 2SM -FZDZSN BR FEW008 OVC011 00/M01 A2966 RMK AO2 DZE10FZDZB10PLE11 P0001"	"0.01"	"0.3"	"29.66"	"1004.3"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"2.0"	"3.2"	"310"	"NW"	"21.9"	"35.2"	"23.0"	"-5.0"	"11.5"	"18.5"	
"20130319"	"Light Freezing Drizzle"	"21"	"32"	"30.2"	"-1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 200132Z 31010G19KT 1 1/4SM -FZDZSN BR BKN008 OVC011 00/M01 A2966 RMK AO2 SFC VIS 2 DZE10FZDZB10PLE11 P0002"	"0.02"	"0.5"	"29.66"	"1004.3"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"1.2"	"2.0"	"310"	"NW"	"21.9"	"35.2"	"23.0"	"-5.0"	"11.5"	"18.5"	
"20130319"	"Light Snow"	"21"	"42"	"30.2"	"-1.0"	"0"	"0"	"-9999"	"-9999"	"93"	"snow"	"SPECI KBOS 200142Z 31013G20KT 1 1/4SM -SN BR BKN008 OVC011 00/M01 A2966 RMK AO2 SFC VIS 1 1/2 DZE10FZDZB10E42PLE11 P0002"	"0.02"	"0.5"	"29.66"	"1004.3"	"0"	"1"	"32.0"	"0.0"	"0"	"0"	"1.2"	"2.0"	"310"	"NW"	"23.0"	"37.0"	"21.6"	"-5.8"	"15.0"	"24.1"	
